,text,emotion
11234,"Bu kadarını beklemiyordum, şaşkınlıktan küçük dilimi yuttum sandım.",Şaşkınlık
11235,"Olamaz, bu imkansız!",Şaşkınlık
11236,"Aman Allahım, neler oluyor böyle?",Şaşkınlık
11237,Bu bir mucize olmalı!,Şaşkınlık
11238,Böylesi ancak filmlerde olur sanırdım.,Şaşkınlık
11239,"Gerçekten şoktayım, ne diyeceğimi bilemiyorum.",Şaşkınlık
11240,"Bu kadarını beklemiyordum, ağzım açık kaldı.",Şaşkınlık
11241,"Gözlerime inanamıyorum, bu gerçek mi?",Şaşkınlık
11242,"Aklım almıyor, nasıl olur böyle bir şey?",Şaşkınlık
11243,Bu beklenmedik sürpriz karşısında şaşkınlığımı gizleyemiyorum.,Şaşkınlık
11244,"Hayretler içindeyim, bu inanılmaz bir olay.",Şaşkınlık
11245,Bu kadarını hiç düşünmemiştim.,Şaşkınlık
11246,Ben hayatımda böyle bir şey görmedim.,Şaşkınlık
11247,Bu gerçekten akıl almaz bir durum.,Şaşkınlık
11248,Şaşkınlıktan dilim tutuldu.,Şaşkınlık
11249,"Ne diyeceğimi bilemiyorum, şaşkınlıktan dona kaldım.",Şaşkınlık
11250,Bu beklenmedik olay karşısında nutkum tutuldu.,Şaşkınlık
11251,"Şaka gibi, inanmakta güçlük çekiyorum.",Şaşkınlık
11252,Bu ne büyük bir sürpriz böyle!,Şaşkınlık
11253,Bu duyduklarım karşısında şaşkınlığımı gizleyemiyorum.,Şaşkınlık
11254,"İnanılır gibi değil, şaşkınlıktan gözlerim faltaşı gibi açıldı.",Şaşkınlık
11255,"Bu nasıl mümkün olabilir, aklım almıyor.",Şaşkınlık
11256,"Bu kadarını beklemiyordum, şaşkınlıktan küçük dilimi yuttum sandım.",Şaşkınlık
11257,Hayatımın en şaşırtıcı anlarından birini yaşıyorum.,Şaşkınlık
11258,Bu kadar ani bir gelişme karşısında ne yapacağımı bilemiyorum.,Şaşkınlık
11259,"Şaşkınlıktan elim ayağıma dolaştı, ne diyeceğimi şaşırdım.",Şaşkınlık
11260,"Bu duyduklarım karşısında şaşkınlıktan nutkum tutuldu, kelimeler boğazıma düğümlendi.",Şaşkınlık
11261,"Bu beklenmedik olay karşısında şaşkınlıktan dona kaldım, ne yapacağımı bilemiyorum.",Şaşkınlık
11262,"Bu kadar büyük bir sürpriz karşısında şaşkınlıktan küçük dilimi yuttum sandım, ne diyeceğimi şaşırdım.",Şaşkınlık
11263,"Bu inanılmaz olay karşısında şaşkınlıktan gözlerim faltaşı gibi açıldı, nutkum tutuldu.",Şaşkınlık
11264,"Bu kadar ani bir gelişme karşısında şaşkınlıktan elim ayağıma dolaştı, kelimeler boğazıma düğümlendi, ne yapacağımı bilemiyorum.",Şaşkınlık
11265,"Vay canına, bu gerçekten beklenmedik bir gelişme!",Şaşkınlık
11266,"Şaşkınlıktan ne diyeceğimi bilemiyorum, aklım durdu.",Şaşkınlık
11267,"Bu duyduklarım karşısında şaşkınlığımı gizleyemiyorum, gerçekten inanılmaz!",Şaşkınlık
11268,"Bu kadarını beklemiyordum, şaşkınlıktan gözlerim faltaşı gibi açıldı.",Şaşkınlık
11269,"Şaka yapıyor olmalısın, bu gerçek olamaz!",Şaşkınlık
11270,"Bu ne biçim bir sürpriz böyle, şaşkınlıktan küçük dilimi yuttum sandım!",Şaşkınlık
11271,"Ben böyle bir şey daha önce hiç görmedim, şaşkınlıktan ağzım açık kaldı.",Şaşkınlık
11272,"Bu kadarını tahmin etmemiştim, gerçekten çok büyük bir sürpriz oldu.",Şaşkınlık
11273,"Böyle bir şeyi beklemiyordum, şaşkınlıktan dona kaldım, ne yapacağımı bilemiyorum.",Şaşkınlık
11274,"Şu anda ne diyeceğimi bilemiyorum, şaşkınlıktan kelimeler boğazıma düğümlendi, aklım durdu.",Şaşkınlık
11275,"Bu kadar ani bir gelişme karşısında şaşkınlığımı gizleyemiyorum, elim ayağıma dolaştı.",Şaşkınlık
11276,"Şaşkınlıktan ne yapacağımı bilemedim, elim ayağıma dolaştı, ne diyeceğimi şaşırdım.",Şaşkınlık
11277,"Bu kadarını beklemiyordum, şaşkınlıktan küçük dilimi yuttum sandım, ağzım açık kaldı.",Şaşkınlık
11278,İnanmıyorum! Bu gerçek olamaz!,Şaşkınlık
11279,Bu kadarını da görmedim!,Şaşkınlık
11280,"Aklım durdu, ne diyeceğimi şaşırdım.",Şaşkınlık
11281,Bu nasıl mümkün olabilir?,Şaşkınlık
11282,Yok artık! Şaka mı bu?,Şaşkınlık
11283,Şaşkınlıktan küçük dilimi yuttum.,Şaşkınlık
11284,Gözlerime inanamıyorum.,Şaşkınlık
11285,Bu kadarını da beklemiyordum.,Şaşkınlık
11286,Ağzım açık kaldı!,Şaşkınlık
11287,"Ne diyeceğimi bilemiyorum, nutkum tutuldu.",Şaşkınlık
11288,Hayretler içerisindeyim.,Şaşkınlık
11289,Bu çok beklenmedik bir şey.,Şaşkınlık
11290,Bu sürprize inanamıyorum.,Şaşkınlık
11291,Böylesini ancak rüyalarımda görürdüm.,Şaşkınlık
11292,Bu kadarını tahmin etmemiştim.,Şaşkınlık
11293,Ben hayatımda böyle bir şey yaşamadım.,Şaşkınlık
11294,Bu akıl almaz bir durum.,Şaşkınlık
11295,Şaşkınlıktan dilim tutuldu.,Şaşkınlık
11296,Ne yapacağımı şaşırdım.,Şaşkınlık
11297,Bu beklenmedik olay karşısında nutkum tutuldu.,Şaşkınlık
11298,Şok oldum!,Şaşkınlık
11299,Bu kadarı da fazla!,Şaşkınlık
11300,Resmen şaşkına döndüm.,Şaşkınlık
11301,Bu duyduklarım beni çok etkiledi.,Şaşkınlık
11302,İnanmakta güçlük çekiyorum.,Şaşkınlık
11303,Beklenmedik bir durumla karşılaştım.,Şaşkınlık
11304,Bu olay karşısında şaşkınlığımı gizleyemiyorum.,Şaşkınlık
11305,Bu inanılmaz bir tesadüf!,Şaşkınlık
11306,Bu ne büyük bir süpriz!,Şaşkınlık
11307,Bu kadarını hayal bile edemezdim.,Şaşkınlık
11308,Bu olayın şokunu uzun süre atlatamayacağım.,Şaşkınlık
11309,Bu durum karşısında donakalmış gibiyim.,Şaşkınlık
11310,Bu olay beni derinden etkiledi.,Şaşkınlık
11311,Bu olayın ardından ne yapacağımı bilemiyorum.,Şaşkınlık
11312,Bu duyduklarım karşısında şok geçirdim.,Şaşkınlık
11313,Bu kadarını beklemediğim için afalladım.,Şaşkınlık
11314,"Bu olay karşısında nutkum tutuldu, konuşamıyorum.",Şaşkınlık
11315,Bu kadar şaşırmayı beklemiyordum.,Şaşkınlık
11316,Bu olayın şaşkınlığı üzerimden uzun süre gitmeyecek.,Şaşkınlık
11317,Bu olay karşısında küçük dilimi yuttum sandım.,Şaşkınlık
11318,Kalbimde tarifsiz bir boşluk hissediyorum.,Üzüntü
11319,"Gözlerim doluyor, engel olamıyorum.",Üzüntü
11320,İçimde bir şeyler kırıldı sanki.,Üzüntü
11321,Her şey anlamsız geliyor artık.,Üzüntü
11322,Yüzüm gülse de içim kan ağlıyor.,Üzüntü
11323,Keşke her şey farklı olsaydı.,Üzüntü
11324,Nereye baksam hüzün görüyorum.,Üzüntü
11325,Umutlarım birer birer tükeniyor.,Üzüntü
11326,Kendimi çok yalnız hissediyorum.,Üzüntü
11327,Hayat çok acımasız.,Üzüntü
11328,Eskiden ne kadar mutluydum.,Üzüntü
11329,Gülmeyi unuttum.,Üzüntü
11330,Her şey üstüme geliyor.,Üzüntü
11331,Çaresiz hissediyorum.,Üzüntü
11332,Ne yapacağımı bilmiyorum.,Üzüntü
11333,Artık hiçbir şeyin önemi yok.,Üzüntü
11334,İçim karardı.,Üzüntü
11335,Sanki bir kabusun içindeyim.,Üzüntü
11336,Hiçbir şey yolunda gitmiyor.,Üzüntü
11337,Yoruldum artık.,Üzüntü
11338,Keşkelerim çoğalıyor.,Üzüntü
11339,Hayata tutunmak çok zor.,Üzüntü
11340,Kendimi kaybettim.,Üzüntü
11341,Kimse beni anlamıyor.,Üzüntü
11342,Ağlamak istiyorum.,Üzüntü
11343,Gözyaşlarım dinmiyor.,Üzüntü
11344,Hayat bana çok ağır geliyor.,Üzüntü
11345,İçimde bir fırtına kopuyor.,Üzüntü
11346,Gelecekten korkuyorum.,Üzüntü
11347,Her şey çok karmaşık.,Üzüntü
11348,Nefes almakta zorlanıyorum.,Üzüntü
11349,Sanki bir boşluğa düşüyorum.,Üzüntü
11350,Kendimi değersiz hissediyorum.,Üzüntü
11351,Hayata küstüm.,Üzüntü
11352,İçimde kapanmayan yaralar var.,Üzüntü
11353,Umutsuzluğa kapıldım.,Üzüntü
11354,Hiçbir şey eskisi gibi olmayacak.,Üzüntü
11355,Hayatın anlamı kayboldu.,Üzüntü
11356,Sanki bir film şeridi gibi geçiyor hayatım.,Üzüntü
11357,Artık güçlü değilim.,Üzüntü
11358,Her şey çok zor.,Üzüntü
11359,Hayata karşı direncim kırıldı.,Üzüntü
11360,İçimde kocaman bir hüzün var.,Üzüntü
11361,Her şey çok karanlık.,Üzüntü
11362,Gözlerimdeki ışık söndü.,Üzüntü
11363,Kendime yabancılaştım.,Üzüntü
11364,Hayatla aram bozuldu.,Üzüntü
11365,Kalbim acıyor.,Üzüntü
11366,Ruhum daralıyor.,Üzüntü
11367,Artık hiçbir şey beni mutlu etmiyor.,Üzüntü
11368,İçimde büyüyen bir öfke var.,Üzüntü
11369,Her şeye karşı ilgimi kaybettim.,Üzüntü
11370,Sanki bir gölge gibiyim.,Üzüntü
11371,Hayatın yükü çok ağır.,Üzüntü
11372,Keşke zamanı geri alabilsem.,Üzüntü
11373,Her şey çok anlamsız.,Üzüntü
11374,Kendimi çok yorgun hissediyorum.,Üzüntü
11375,Hayattan beklentim kalmadı.,Üzüntü
11376,Sanki bir labirentin içindeyim.,Üzüntü
11377,Artık savaşacak gücüm yok.,Üzüntü
11378,İçimde bir şeyler çürüyor.,Üzüntü
11379,Her şey çok acı veriyor.,Üzüntü
11380,Kendimi yalnızlığa mahkum ettim.,Üzüntü
11381,Hayata tutunamıyorum.,Üzüntü
11382,İçimde derin bir yara var.,Üzüntü
11383,Umutlarım suya düştü.,Üzüntü
11384,Hiçbir şey düzelmeyecekmiş gibi geliyor.,Üzüntü
11385,Hayat beni çok yordu.,Üzüntü
11386,Keşke her şey bir rüya olsaydı.,Üzüntü
11387,Her şey çok uzak geliyor.,Üzüntü
11388,Kendimi kaybolmuş hissediyorum.,Üzüntü
11389,Hayata karşı inancımı kaybettim.,Üzüntü
11390,Sanki bir uçurumun kenarındayım.,Üzüntü
11391,Artık dayanacak halim kalmadı.,Üzüntü
11392,İçimde bir boşluk var.,Üzüntü
11393,Her şey çok ağır geliyor.,Üzüntü
11394,Kendimi değersiz hissediyorum.,Üzüntü
11395,Hayattan zevk almıyorum.,Üzüntü
11396,Sanki bir hapishanede gibiyim.,Üzüntü
11397,Artık hiçbir şey umrumda değil.,Üzüntü
11398,İçimde bir karanlık var.,Üzüntü
11399,Her şey çok anlamsız.,Üzüntü
11400,Kendimi tükenmiş hissediyorum.,Üzüntü
11401,Hayata karşı umudumu yitirdim.,Üzüntü
11402,Sanki bir çıkmaz sokağın içindeyim.,Üzüntü
11403,Artık yaşamak istemiyorum.,Üzüntü
11404,İçimde bir yangın var.,Üzüntü
11405,Her şey çok acımasız.,Üzüntü
11406,Kendimi terk edilmiş hissediyorum.,Üzüntü
11407,Hayat bana sırtını döndü.,Üzüntü
11408,İçimde derin bir hüzün var.,Üzüntü
11409,Umutsuzum.,Üzüntü
11410,Yeter artık!,Üzüntü
11411,Dayanamıyorum.,Üzüntü
11412,Tükendim.,Üzüntü
11413,Her gün biraz daha soluyorum.,Üzüntü
11414,Sanki ruhum bedenimden ayrılıyor.,Üzüntü
11415,Gözlerimde yaş kalmadı.,Üzüntü
11416,Hiçbir şeyin tadı yok.,Üzüntü
11417,Unutmak istiyorum.,Üzüntü
11418,Her şey canımı yakıyor.,Üzüntü
11419,Dipsiz bir kuyuya düşüyorum.,Üzüntü
11420,Kendimi çok güçsüz hissediyorum.,Üzüntü
11421,Sanki kalbim durdu.,Üzüntü
11422,Sonsuz bir karanlıkta kayboldum.,Üzüntü
11423,Gerçekten mi? Bunu beklemiyordum!,Şaşkınlık
11424,İnanmıyorum! Bu nasıl olur?,Şaşkınlık
11425,Vay canına! Bu çok ilginç.,Şaşkınlık
11426,Şaka yapıyor olmalısın!,Şaşkınlık
11427,Aman Tanrım! Gözlerime inanamıyorum.,Şaşkınlık
11428,Bu... Bu inanılmaz!,Şaşkınlık
11429,"Ne? Anlamadım, tekrar söyler misin?",Şaşkınlık
11430,Aklım almıyor!,Şaşkınlık
11431,Bunun olacağını hiç düşünmemiştim.,Şaşkınlık
11432,Bu kadarını beklemiyordum.,Şaşkınlık
11433,Yok artık! Bu imkansız!,Şaşkınlık
11434,Bu şaşırtıcı bir gelişme.,Şaşkınlık
11435,Beklenmedik bir sürpriz oldu.,Şaşkınlık
11436,Bu durum karşısında nutkum tutuldu.,Şaşkınlık
11437,Şaşkınlıktan küçük dilimi yuttum!,Şaşkınlık
11438,Bu kadarını tahmin etmemiştim.,Şaşkınlık
11439,Bu olay beni hayrete düşürdü.,Şaşkınlık
11440,Böylesi bir şeyi daha önce görmedim.,Şaşkınlık
11441,Bu duyduklarıma inanamıyorum.,Şaşkınlık
11442,Şaşkınlığımı gizleyemiyorum.,Şaşkınlık
11443,Bu gerçekten de çok beklenmedik bir durum.,Şaşkınlık
11444,"Ne diyeceğimi bilemiyorum, şaşkınım.",Şaşkınlık
11445,Bu durum beni oldukça şaşırttı.,Şaşkınlık
11446,Bu olayın ardından sersemledim.,Şaşkınlık
11447,Hiç beklemediğim bir anda gerçekleşti.,Şaşkınlık
11448,Böyle bir şeyi rüyamda görsem inanmazdım.,Şaşkınlık
11449,Bu kadar ani olacağını tahmin etmedim.,Şaşkınlık
11450,Bu durum karşısında donakaldım.,Şaşkınlık
11451,Bu olay beni adeta büyüledi.,Şaşkınlık
11452,Bu kadarını hayal bile edemezdim.,Şaşkınlık
11453,Bu resmen akıl almaz bir durum.,Şaşkınlık
11454,Şaşkınlıktan ağzım açık kaldı.,Şaşkınlık
11455,Bu durum karşısında şok oldum.,Şaşkınlık
11456,Bu olay beni derinden etkiledi.,Şaşkınlık
11457,Bu gerçekten inanılmaz bir şey.,Şaşkınlık
11458,"Bu kadarını beklemiyordum, şaşırdım.",Şaşkınlık
11459,Böylesi bir sürpriz beklemiyordum.,Şaşkınlık
11460,Bu durum karşısında afalladım.,Şaşkınlık
11461,Bu olayın ardından sersem gibi oldum.,Şaşkınlık
11462,Hiç ummadığım bir anda geldi.,Şaşkınlık
11463,Bu kadar beklenmedik bir olay!,Şaşkınlık
11464,Bu olay beni şaşkınlığa sürükledi.,Şaşkınlık
11465,Bu kadar ilginç olacağını düşünmemiştim.,Şaşkınlık
11466,Bu durum karşısında dumura uğradım.,Şaşkınlık
11467,Bu olay beni resmen çarptı.,Şaşkınlık
11468,Bu kadarını hayal bile etmemiştim!,Şaşkınlık
11469,Bu resmen inanılır gibi değil.,Şaşkınlık
11470,Şaşkınlıktan ne diyeceğimi bilemiyorum.,Şaşkınlık
11471,Bu durum karşısında şaşkınlığımı gizleyemiyorum.,Şaşkınlık
11472,"Bu olay beni çok etkiledi, şaşkınım.",Şaşkınlık
11473,İşte bu tam anlamıyla sürpriz oldu.,Şaşkınlık
11474,Bu gerçekten çok beklenmedik bir şeydi.,Şaşkınlık
11475,Bu durum karşısında şaşkınlıktan donakaldım.,Şaşkınlık
11476,"Bu olay beni hayrete düşürdü, ne diyeceğimi bilemiyorum.",Şaşkınlık
11477,"Bu kadarını tahmin etmemiştim, çok şaşırdım.",Şaşkınlık
11478,Bu olay beni resmen şok etti.,Şaşkınlık
11479,Gerçekten mi? Bunu hiç beklemiyordum!,Şaşkınlık
11480,Bu kadar ani bir değişiklik inanılır gibi değil.,Şaşkınlık
11481,Bu durum karşısında nutkum tutuldu resmen.,Şaşkınlık
11482,Şaşkınlığımdan küçük dilimi yuttum sanki.,Şaşkınlık
11483,Bu olay beni tamamen hazırlıksız yakaladı.,Şaşkınlık
11484,Bu kadarını asla hayal edemezdim.,Şaşkınlık
11485,Bu durum karşısında şaşkınlığım dorukta.,Şaşkınlık
11486,Böylesi bir şeyi daha önce hiç yaşamamıştım.,Şaşkınlık
11487,Bu duyduklarım karşısında şaşkınlığımı kelimelerle ifade edemiyorum.,Şaşkınlık
11488,Şaşkınlığımı saklamakta zorlanıyorum.,Şaşkınlık
11489,Bu olay beni gerçekten çok sarstı.,Şaşkınlık
11490,Bu sürpriz karşısında adeta nutkum tutuldu.,Şaşkınlık
11491,Böylesi bir dönüşüm gerçekten akıl almaz.,Şaşkınlık
11492,Bu kadar beklenmedik bir olay karşısında afalladım.,Şaşkınlık
11493,Bu olaydan sonra kendime gelmem zaman alacak.,Şaşkınlık
11494,Bu kadarını önceden bilseydim farklı davranırdım.,Şaşkınlık
11495,Bu durum karşısında şaşkınlığımı kontrol etmekte zorlanıyorum.,Şaşkınlık
11496,"Bu olay beni gerçekten de çok etkiledi, şaşkınlıktan ne yapacağımı bilemiyorum.",Şaşkınlık
11497,Bu tamamen beklenmedik bir sürpriz oldu benim için.,Şaşkınlık
11498,"Bu durum karşısında ne söyleyeceğimi bilemiyorum, şaşkınlığım had safhada.",Şaşkınlık
11499,Bu olay karşısında şaşkınlıktan küçük dilimi yuttum.,Şaşkınlık
11500,Böylesine beklenmedik bir olay karşısında resmen şok oldum.,Şaşkınlık
11501,Hiç aklımın ucundan bile geçmezdi böyle bir şeyin olacağı.,Şaşkınlık
11502,Bu kadarını rüyamda görsem inanmazdım doğrusu.,Şaşkınlık
11503,Bu durum karşısında şaşkınlığımdan neredeyse bayılacaktım.,Şaşkınlık
11504,"Bu olay beni resmen büyüledi, şaşkınlığımdan konuşamıyorum bile.",Şaşkınlık
11505,"Bu kadarını hayal bile edemezdim, şaşkınlıktan gözlerim faltaşı gibi açıldı.",Şaşkınlık
11506,"Bu resmen akıl almaz bir durum, şaşkınlığım tarif edilemez.",Şaşkınlık
11507,"Şaşkınlıktan ağzım beş karış açık kaldı, ne diyeceğimi bilemiyorum.",Şaşkınlık
11508,"Bu durum karşısında o kadar şaşkınım ki, kelimeler kifayetsiz kalıyor.",Şaşkınlık
11509,"Bu olay beni o kadar derinden etkiledi ki, şaşkınlığımdan konuşamıyorum.",Şaşkınlık
11510,"Bu gerçekten inanılmaz bir olay, şaşkınlığım had safhada.",Şaşkınlık
11511,"Bu kadarını beklemiyordum, şaşkınlığımdan ne yapacağımı bilemiyorum.",Şaşkınlık
11512,"Böylesi bir sürpriz beklemiyordum, şaşkınlığımdan nutkum tutuldu.",Şaşkınlık
11513,"Bu durum karşısında o kadar afalladım ki, ne diyeceğimi şaşırdım.",Şaşkınlık
11514,"Bu olayın ardından sersem gibi oldum, şaşkınlığımdan kendime gelemiyorum.",Şaşkınlık
11515,"Hiç ummadığım bir anda geldi, şaşkınlığımdan dona kaldım.",Şaşkınlık
11516,"Bu kadar beklenmedik bir olay beni derinden sarstı, şaşkınlığım geçmiyor.",Şaşkınlık
11517,"Bu olay beni şaşkınlığa sürükledi, ne yapacağımı bilemiyorum.",Şaşkınlık
11518,"Bu kadar ilginç olacağını düşünmemiştim, şaşkınlığımdan ağzım açık kaldı.",Şaşkınlık
11519,"Bu durum karşısında dumura uğradım, şaşkınlığımdan konuşamıyorum.",Şaşkınlık
11520,"Bu olay beni resmen çarptı, şaşkınlığımdan ne diyeceğimi bilemiyorum.",Şaşkınlık
11521,"Bu kadarını hayal bile etmemiştim, şaşkınlığımdan kendime gelemiyorum.",Şaşkınlık
11522,"Bu resmen inanılır gibi değil, şaşkınlığımdan gözlerime inanamıyorum.",Şaşkınlık
11523,"Şaşkınlıktan ne diyeceğimi bilemiyorum, dilim tutuldu.",Şaşkınlık
11524,"Bu durum karşısında şaşkınlığımı gizleyemiyorum, her halimden belli oluyor.",Şaşkınlık
11525,"Bu olay beni çok etkiledi, şaşkınlığımdan ne yapacağımı şaşırdım.",Şaşkınlık
11526,"Bu işte tam anlamıyla sürpriz oldu, şaşkınlığımdan dona kaldım.",Şaşkınlık
11527,"Bu gerçekten de çok beklenmedik bir şeydi, şaşkınlığımdan konuşamıyorum.",Şaşkınlık
11528,"Bu durum karşısında şaşkınlıktan donakaldım, ne diyeceğimi bilemiyorum.",Şaşkınlık
11529,"Bu olay beni hayrete düşürdü, ne diyeceğimi bilemiyorum, şaşkınlığım tarifsiz.",Şaşkınlık
11530,"Keşke farklı davransaydım, şimdi bu kadar pişman olmazdım.",Suçluluk
11531,Yaptığım hatanın sonuçlarını düşünmek beni kahrediyor.,Suçluluk
11532,"Bunu nasıl yaptım, kendime inanamıyorum.",Suçluluk
11533,Vicdan azabından uyuyamıyorum.,Suçluluk
11534,Affedilmeyi hak etmiyorum.,Suçluluk
11535,Böyle olmasını asla istemezdim.,Suçluluk
11536,Ona karşı çok haksızlık ettim.,Suçluluk
11537,Bu yükü nasıl taşıyacağım bilmiyorum.,Suçluluk
11538,Kendimden utanıyorum.,Suçluluk
11539,Pişmanlıktan eriyorum.,Suçluluk
11540,Söylediğim sözler yüzünden içim içimi yiyor.,Suçluluk
11541,Olayların bu noktaya gelmesinde benim de payım var.,Suçluluk
11542,Yaptıklarımdan sonra nasıl yüzüne bakacağım?,Suçluluk
11543,Keşke zamanı geri alabilseydim.,Suçluluk
11544,Bunu telafi etmek için ne yapabilirim?,Suçluluk
11545,İçimde kocaman bir boşluk var.,Suçluluk
11546,Kendimi çok yalnız hissediyorum.,Suçluluk
11547,Bu hatayı asla affetmeyeceğim.,Suçluluk
11548,Kendimi cezalandırmak istiyorum.,Suçluluk
11549,Hayatımı mahvettim.,Suçluluk
11550,Neden böyle bir şey yaptım?,Suçluluk
11551,Aklımdan hiç çıkmıyor.,Suçluluk
11552,Kalbim çok acıyor.,Suçluluk
11553,Kendime olan saygımı kaybettim.,Suçluluk
11554,Her şey benim yüzümden oldu.,Suçluluk
11555,Onu çok kırdım.,Suçluluk
11556,Hiçbir şey eskisi gibi olmayacak.,Suçluluk
11557,Bundan sonra nasıl devam edeceğim?,Suçluluk
11558,Kendimi affetmem imkansız.,Suçluluk
11559,Çok büyük bir hata yaptım.,Suçluluk
11560,Ona yalan söyledim.,Suçluluk
11561,Güvenini boşa çıkardım.,Suçluluk
11562,Onu hayal kırıklığına uğrattım.,Suçluluk
11563,Ona ihanet ettim.,Suçluluk
11564,Çok pişmanım.,Suçluluk
11565,Bunu düzeltmek için her şeyi yaparım.,Suçluluk
11566,Ondan özür dilemeliyim.,Suçluluk
11567,Umarım beni affeder.,Suçluluk
11568,Bundan ders çıkaracağım.,Suçluluk
11569,Artık daha dikkatli olacağım.,Suçluluk
11570,Kendimi daha iyi bir insan yapacağım.,Suçluluk
11571,Bu hatayı bir daha asla yapmayacağım.,Suçluluk
11572,Ona karşı dürüst olmalıydım.,Suçluluk
11573,Ona karşı nazik olmalıydım.,Suçluluk
11574,Ona karşı anlayışlı olmalıydım.,Suçluluk
11575,Ona karşı sabırlı olmalıydım.,Suçluluk
11576,Ona karşı saygılı olmalıydım.,Suçluluk
11577,Ona karşı sevgi dolu olmalıydım.,Suçluluk
11578,Ona karşı destekleyici olmalıydım.,Suçluluk
11579,Ona karşı yardımcı olmalıydım.,Suçluluk
11580,Ona karşı iyi davranmalıydım.,Suçluluk
11581,Ona karşı kötü davrandım.,Suçluluk
11582,Ona karşı acımasız davrandım.,Suçluluk
11583,Ona karşı düşüncesiz davrandım.,Suçluluk
11584,Ona karşı bencil davrandım.,Suçluluk
11585,Ona karşı kıskanç davrandım.,Suçluluk
11586,Ona karşı öfkeli davrandım.,Suçluluk
11587,Ona karşı sabırsız davrandım.,Suçluluk
11588,Ona karşı saygısız davrandım.,Suçluluk
11589,Ona karşı sevgisiz davrandım.,Suçluluk
11590,Ona karşı destekleyici olmadım.,Suçluluk
11591,Ona karşı yardımcı olmadım.,Suçluluk
11592,Ona karşı kötü biriydim.,Suçluluk
11593,Kendimi affedemiyorum.,Suçluluk
11594,Bu benim hatamdı.,Suçluluk
11595,Sorumluluğu üstleniyorum.,Suçluluk
11596,Özür dilemek yetmez.,Suçluluk
11597,Kendimi berbat hissediyorum.,Suçluluk
11598,Utancımdan yerin dibine geçmek istiyorum.,Suçluluk
11599,Bunu hak etmemişti.,Suçluluk
11600,Onu üzdüğüm için çok üzgünüm.,Suçluluk
11601,Bunu asla unutmayacağım.,Suçluluk
11602,Bu bana bir ders oldu.,Suçluluk
11603,Daha iyi biri olmaya çalışacağım.,Suçluluk
11604,Ona karşı daha iyi davranacağım.,Suçluluk
11605,Ona daha çok değer vereceğim.,Suçluluk
11606,Onu daha çok seveceğim.,Suçluluk
11607,Onu mutlu etmek için elimden geleni yapacağım.,Suçluluk
11608,Ona karşı her zaman dürüst olacağım.,Suçluluk
11609,Ona karşı her zaman nazik olacağım.,Suçluluk
11610,Ona karşı her zaman anlayışlı olacağım.,Suçluluk
11611,Ona karşı her zaman sabırlı olacağım.,Suçluluk
11612,Ona karşı her zaman saygılı olacağım.,Suçluluk
11613,Ona karşı her zaman sevgi dolu olacağım.,Suçluluk
11614,Ona karşı her zaman destekleyici olacağım.,Suçluluk
11615,Ona karşı her zaman yardımcı olacağım.,Suçluluk
11616,Ona karşı her zaman iyi biri olacağım.,Suçluluk
11617,Keşke daha dikkatli dinleseydim.,Suçluluk
11618,Ona daha fazla zaman ayırmalıydım.,Suçluluk
11619,Daha anlayışlı olabilirdim.,Suçluluk
11620,Sözlerimi tartmalıydım.,Suçluluk
11621,Daha düşünceli davranmalıydım.,Suçluluk
11622,Ona karşı daha hoşgörülü olmalıydım.,Suçluluk
11623,Ona karşı daha adil olmalıydım.,Suçluluk
11624,Ona karşı daha sevecen olmalıydım.,Suçluluk
11625,Ona karşı daha şefkatli olmalıydım.,Suçluluk
11626,Ona karşı daha ilgili olmalıydım.,Suçluluk
11627,Ona karşı daha ilgili davranmalıydım.,Suçluluk
11628,Ona karşı daha kibar davranmalıydım.,Suçluluk
11629,Ona karşı daha nazik davranmalıydım.,Suçluluk
11630,Ona karşı daha nazik olmalıydım.,Suçluluk
11631,Ona karşı daha yapıcı olmalıydım.,Suçluluk
11632,Ona karşı daha cesaretlendirici olmalıydım.,Suçluluk
11633,Ona karşı daha motive edici olmalıydım.,Suçluluk
11634,Ona karşı daha ilham verici olmalıydım.,Suçluluk
11635,Ona karşı daha olumlu olmalıydım.,Suçluluk
11636,Ona karşı daha umutlu olmalıydım.,Suçluluk
11637,Ona karşı daha pozitif olmalıydım.,Suçluluk
11638,Ona karşı daha iyimser olmalıydım.,Suçluluk
11639,Ona karşı daha destekleyici olmalıydım.,Suçluluk
11640,Ona karşı daha anlayışlı olmalıydım.,Suçluluk
11641,Ona karşı daha sabırlı olmalıydım.,Suçluluk
11642,Ona karşı daha saygılı olmalıydım.,Suçluluk
11643,"Ben hatalıydım, kabulleniyorum.",Suçluluk
11644,Hava bugün biraz bulutlu.,Nötr
11645,Saat şu anda 14:30.,Nötr
11646,Ben sadece bir metin tabanlı modelim.,Nötr
11647,Bir bardak suya ihtiyacım var.,Nötr
11648,Bu oda oldukça sıcak.,Nötr
11649,Bugün hiç planım yok.,Nötr
11650,Kalemim kayıp.,Nötr
11651,Yarın toplantı var.,Nötr
11652,Ekmek almam gerekiyor.,Nötr
11653,Bu çok basit bir görev.,Nötr
11654,Cevabı bilmiyorum.,Nötr
11655,Biraz dinlenmeye ihtiyacım var.,Nötr
11656,Sessizlik hoşuma gidiyor.,Nötr
11657,Bu sandalye rahat.,Nötr
11658,Kitap okumayı severim.,Nötr
